29;875
29,452;879
29,452,624;892
29,452,624,571;954
29,452,624,571,615;943
29,452,624,571,615,299;920
29,452,624,571,615,299,791;956
29,452,624,571,615,299,791,416;959
29,452,624,571,615,299,791,416,934;965
29,452,624,571,615,299,791,416,934,312;965
29,452,624,571,615,299,791,416,934,312,163;965
29,452,624,571,615,299,791,416,934,312,163,568;965
29,452,624,571,615,299,791,416,934,312,163,568,633;965
29,452,624,571,615,299,791,416,934,312,163,568,633,822;965
29,452,624,571,615,299,791,416,934,312,163,568,633,822,953;965
29,452,624,571,615,299,791,416,934,312,163,568,633,822,953,773;965
29,452,624,571,615,299,791,416,934,312,163,568,633,822,953,773,936;965
29,452,624,571,615,299,791,416,934,312,163,568,633,822,953,773,936,983;965
29,452,624,571,615,299,791,416,934,312,163,568,633,822,953,773,936,983,807;965
29,452,624,571,615,299,791,416,934,312,163,568,633,822,953,773,936,983,807,174;965
